ZCTA5CE20,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GEO_ID2,x,y,GEO_ID,FSF_Buildi,CountModEx,PcModExt,Fath_Build,year500,Per500Fath,Per100Fath,TOTPOP,TOTHOU,POVERT,UNEMP,FEMHH,DISABL,FORBORN,LIMENG,HISPAN,BLACK,ASIAN,INDIGE,OTHTWO,AGE65,AGE19,MHSAGE,MHSVAL,NOHSD,EXTRAC,AGREXT,RENTER,MOBHOM,NOAUTO,UNINSU,avgRainfal,ChangeDev,INTENS,IMPERV,VACAT
73949,73949,B5,G6350,S,1171200026,5143278,36.5969243,-101.9877422,ZCTA5 73949,-102.03823,36.46307,860Z200US73949,2196,260,0.118397086,361,2,0.006,0.003,1357,608,0.143699337,0.02188392,0.030434783,0.130434783,0.156963891,0,0.352247605,0,0,0.00073692,0.246131172,0.195283714,0.29550479,66.02467105,98919.30836,0.123947052,0.00330033,0.245874587,0.245652174,0.141304348,0.017391304,0.132645542,436.9164379,0.014,12.26792457,0.132320944,0
75556,75556,B5,G6350,S,61638281,190950,33.1547887,-94.0624075,ZCTA5 75556,-94.0628,33.1517,860Z200US75556,1137,108,0.094986807,789,6,0.008,0.005,1162,509,0.267641997,0.056306306,0.004830918,0.113321799,0.007745267,0,0.06626506,0.016351119,0.000860585,0,0.046471601,0.163511188,0.301204819,41.35854617,78813.55932,0.132575758,0.042253521,0.044265594,0.287439614,0.376811594,0.050724638,0.153114187,1251.487053,0.187,16.62500014,1.340965129,0.063157895
79922,79922,B5,G6350,S,20868598,220641,31.8103693,-106.5559638,ZCTA5 79922,-106.56123,31.81557,860Z200US79922,3678,580,0.157694399,3645,542,0.149,0.026,7210,3068,0.064453396,0.017299295,0.024199553,0.114182525,0.157281553,0,0.67517337,0.009570042,0.020804438,0.008183079,0.281137309,0.209708738,0.23592233,47.55182529,269790.7861,0.08770201,0,0.001117318,0.119136262,0,0.017498138,0.117516322,228.8607557,4.377,6.982352958,33.36375777,0.091623037
88430,88430,B5,G6350,S,1154822340,119231,35.6701173,-103.209111,ZCTA5 88430,-103.02556,35.57148,860Z200US88430,430,57,0.13255814,16,3,0.188,0.125,162,150,0.234567901,0.019607843,0.026315789,0.320987654,0,0,0,0,0,0,0.067901235,0.481481481,0.135802469,61.1,42647.05882,0,0,0.225,0.105263158,0.618421053,0,0,428.0951568,0,11.10357165,0.042556943,1
79835,79835,B5,G6350,S,22937438,417567,31.9356531,-106.5960888,ZCTA5 79835,-106.59456,31.93562,860Z200US79835,4265,760,0.178194607,4125,528,0.128,0.044,12231,4552,0.283787098,0.024692725,0.069482629,0.129505242,0.313874581,0,0.925026572,0.001308151,0.015370779,0.00147167,0.501757828,0.152726678,0.324993868,35.74121265,89937.26687,0.334565131,0.012019747,0.021463833,0.262934266,0.336915771,0.071482129,0.249098952,215.1901541,5.292,7.258333246,18.66297308,0.206896552
79837,79837,B5,G6350,S,2816585533,13321362,32.0952608,-105.1624069,ZCTA5 79837,-105.10448,31.89886,860Z200US79837,1194,250,0.209380235,573,42,0.073,0.024,175,188,0.102857143,0.00617284,0.142857143,0.114285714,0.217142857,0,0.508571429,0,0,0.005714286,0.205714286,0.217142857,0.074285714,43.55319149,25000,0.296296296,0,0.401639344,0.523809524,0.523809524,0.023809524,0.097142857,234.4552215,0.076,7.710958943,0.388416401,0.355769231
76905,76905,B5,G6350,S,475331837,0,31.4998299,-100.3158016,ZCTA5 76905,-100.31584,31.49989,860Z200US76905,6091,609,0.099983582,7223,349,0.048,0.029,13052,5349,0.125507935,0.028596187,0.050369084,0.112182502,0.052942078,0,0.376723874,0.041679436,0.00927061,0.004673613,0.170242108,0.142353662,0.334967821,42.90026173,144352.7919,0.105674653,0.032324365,0.043908819,0.315675206,0.066652193,0.016717325,0.113436814,574.0293915,0.584,13.31987177,1.984933577,0.012113055
79416,79416,B5,G6350,S,83264781,813711,33.6001136,-101.9827746,ZCTA5 79416,-101.97654,33.60473,860Z200US79416,11762,197,0.016748852,12262,244,0.02,0.005,34864,15302,0.203342779,0.020095453,0.048723044,0.097430129,0.085102111,0.006049325,0.343391464,0.080369436,0.026933226,0.008633547,0.141205828,0.111346948,0.267094998,36.1960528,175442.1162,0.08088084,0.014527982,0.02357264,0.504747185,0.041142268,0.028851108,0.107928817,467.6540136,3.632,10.25476191,13.11058423,0.07696793
75604,75604,B5,G6350,S,114299805,905317,32.513584,-94.8280481,ZCTA5 75604,-94.8292,32.51371,860Z200US75604,11913,1299,0.109040544,11974,541,0.045,0.036,30349,12999,0.176106458,0.028331217,0.108523801,0.135385022,0.06632838,0,0.201752941,0.159214472,0.005304952,0.001186201,0.114303601,0.151471218,0.301229036,44.45238095,124404.4074,0.152468439,0.031901476,0.036352845,0.422924901,0.091768345,0.051039698,0.168108572,1202.00482,2.073,16.22035402,19.18973826,0.063923586
75020,75020,B5,G6350,S,158057347,12679987,33.7727224,-96.6069616,ZCTA5 75020,-96.6039,33.77265,860Z200US75020,13161,954,0.072486893,11197,384,0.034,0.025,23184,10414,0.165204037,0.047731908,0.046737117,0.187723117,0.027691511,0,0.084670462,0.080788475,0.008799172,0.007720842,0.096747757,0.190131125,0.273205659,52.3503937,146520.7581,0.085298064,0.011281634,0.02225836,0.396448415,0.038566293,0.072012202,0.188593818,1043.868404,1.305,16.62259898,7.944388511,0.228340081
78945,78945,B5,G6350,S,642899946,8325561,29.9166587,-96.8889852,ZCTA5 78945,-96.89033,29.91598,860Z200US78945,7509,1674,0.222932481,9146,634,0.069,0.034,10570,5467,0.111111111,0.020759667,0.033092809,0.113987154,0.107757805,0,0.245222327,0.044181646,0.006717124,0.001324503,0.050520341,0.259224219,0.203122044,45.89985367,233028.7009,0.128537291,0.006033183,0.022624434,0.176412043,0.172679771,0.052251804,0.139583933,968.50047,0.259,15.94496122,1.677235421,0.291436464
78406,78406,B5,G6350,S,29170689,0,27.7719624,-97.5154499,ZCTA5 78406,-97.51545,27.77196,860Z200US78406,645,276,0.427906977,562,104,0.185,0.071,2328,396,0.105330764,0.009085747,0.091891892,0.113680154,0.038230241,0,0.70532646,0.10652921,0,0,0.231099656,0.050687285,0.337199313,48.56313131,47661.8705,0.298206278,0.006956522,0.006956522,0.624324324,0.52972973,0.07027027,0.207450225,771.2585693,4.596,14.85769206,15.19975984,0
76239,76239,B5,G6350,S,316586253,1289130,33.512179,-97.576642,ZCTA5 76239,-97.57035,33.52399,860Z200US76239,1324,192,0.145015106,1307,16,0.012,0.008,1080,576,0.067592593,0.019313305,0.082815735,0.253703704,0.003703704,0,0.018518519,0.016666667,0,0.007407407,0.003703704,0.262037037,0.180555556,42.77951389,168347.3389,0.023255814,0.03950104,0.174636175,0.260869565,0.217391304,0.00621118,0.216666667,888.5378249,0.633,14.61993574,1.23800154,0.301075269
79410,79410,B5,G6350,S,6256588,101950,33.5700713,-101.8910106,ZCTA5 79410,-101.8912,33.56963,860Z200US79410,3971,168,0.042306724,4241,285,0.067,0.027,10570,4580,0.28190402,0.023402233,0.073878021,0.097147863,0.072847682,0.002419843,0.327246925,0.081646168,0.040491958,0,0.171523179,0.108041627,0.240870388,67.32532751,155439.8148,0.122574055,0.011646952,0.01710646,0.652013809,0.014729574,0.05155351,0.101528278,468.9487326,0.508,10.19999981,46.95639247,0
76937,76937,B5,G6350,S,49037467,0,31.3910996,-100.150274,ZCTA5 76937,-100.15028,31.3911,860Z200US76937,161,23,0.142857143,94,7,0.074,0.053,66,42,0,0,0.108108108,0,0.212121212,0,0.242424242,0,0,0,0,0.333333333,0.272727273,49.45238095,100714.2857,0.291666667,0,0.735294118,0.054054054,0.378378378,0,0.03030303,603.6476788,0.286,13.29803916,0.658683404,0
78344,78344,B5,G6350,S,373834887,119597,27.559603,-98.8549015,ZCTA5 78344,-98.85964,27.56304,860Z200US78344,1210,342,0.282644628,223,16,0.072,0.063,415,186,0.118072289,0,0.021582734,0.127710843,0,0,0.908433735,0,0,0,0.134939759,0.122891566,0.236144578,51.45698925,106200,0.014492754,0.163157895,0.163157895,0.100719424,0.115107914,0,0.113253012,575.1931267,0.186,16.00000004,0.445751323,0.255319149
76934,76934,B5,G6350,S,111982659,0,31.6148902,-100.6766739,ZCTA5 76934,-100.67666,31.6149,860Z200US76934,1075,144,0.133953488,1066,111,0.104,0.07,947,419,0.230769231,0.024793388,0,0.207932692,0.024287223,0.003250271,0.16156283,0.027455121,0,0.033790919,0.087645195,0.182682154,0.322069694,44.74105012,126640.9266,0.101576182,0.081632653,0.081632653,0.122033898,0.345762712,0,0.234375,550.7598234,0.253,13.91964288,1.164389397,0.10483871
75490,75490,B5,G6350,S,84976306,226687,33.4380308,-96.3082803,ZCTA5 75490,-96.30772,33.43631,860Z200US75490,1849,138,0.074634938,1716,35,0.02,0.017,2891,1194,0.056767047,0.016803102,0.003902439,0.086129367,0.037357316,0,0.09028018,0.023867174,0.011068834,0.001383604,0.049463853,0.101003113,0.237634037,37.85678392,175172.4138,0.07359924,0.023172906,0.023172906,0.151219512,0.146341463,0.014634146,0.172604635,1095.370021,0.838,17.68045987,3.174574498,0.372781065
79102,79102,B5,G6350,S,7057778,11065,35.2012626,-101.8491819,ZCTA5 79102,-101.84646,35.19947,860Z200US79102,3872,72,0.018595041,4791,42,0.009,0.003,9898,4557,0.195568205,0.029431438,0.048264384,0.145281875,0.124671651,0,0.360173772,0.028692665,0.085471812,0.010406143,0.104465549,0.123762376,0.312689432,70.86010533,100237.3042,0.21469018,0.006462036,0.014770367,0.499048978,0.017118402,0.085829767,0.221155789,485.6174481,0.868,10.9749999,55.13342679,0.034188034
76301,76301,B5,G6350,S,29569563,0,33.9050717,-98.4804334,ZCTA5 76301,-98.48043,33.90507,860Z200US76301,9738,4432,0.455124255,8287,1487,0.179,0.049,15062,7636,0.333840409,0.045435493,0.079207921,0.200151944,0.094808126,0.000997151,0.330965343,0.224405789,0.003784358,0.008630992,0.158810251,0.146262117,0.271411499,70.29295443,72990.77734,0.205333868,0.013381201,0.030678851,0.499009901,0.042739274,0.140264026,0.284135645,732.881993,2.049,14.92499988,41.69352776,0.021573604
79741,79741,B5,G6350,S,235686735,1418063,32.0076781,-102.6476112,ZCTA5 79741,-102.65675,32.00834,860Z200US79741,951,80,0.084121977,421,19,0.045,0.038,295,132,0.091525424,0.026315789,0,0.155932203,0.013559322,0,0.325423729,0,0,0,0.013559322,0.196610169,0.288135593,54.52272727,130319.1489,0.149038462,0.245454545,0.245454545,0.168141593,0.327433628,0.053097345,0.111864407,354.6132089,0.553,11.78728817,0.904169434,0
78411,78411,B5,G6350,S,15887033,0,27.7291769,-97.3850892,ZCTA5 78411,-97.38509,27.72918,860Z200US78411,9123,5974,0.654828456,11286,3820,0.338,0.237,24194,10485,0.201723348,0.036480687,0.049901294,0.125333556,0.072373316,0,0.638174754,0.031412747,0.01306109,0.002355956,0.191369761,0.179424651,0.23071836,60.01645207,169983.2923,0.129849703,0.019328926,0.024684127,0.376398333,0,0.063829787,0.220647098,787.1473204,1.398,15.21818178,63.99710983,0.114118508
78721,78721,B5,G6350,S,9240502,0,30.271276,-97.6834547,ZCTA5 78721,-97.68345,30.27128,860Z200US78721,3861,857,0.221963222,3717,277,0.075,0.054,10728,4467,0.218855535,0.036668176,0.097820823,0.150602973,0.149608501,0.001795332,0.450689784,0.198079791,0.017337808,0.011185682,0.233407905,0.103467562,0.225857569,42.98847101,310799.8192,0.205408971,0.008719439,0.008719439,0.464164649,0.008474576,0.107990315,0.186594372,846.3785617,7.419,13.13333342,36.28706502,0.183976261
78746,78746,B5,G6350,S,59371566,2047206,30.2968601,-97.8095661,ZCTA5 78746,-97.81137,30.29759,860Z200US78746,9182,1463,0.159333479,10261,735,0.072,0.059,28017,11474,0.053377455,0.019698882,0.055248101,0.050670587,0.122853982,0,0.129635578,0.013527501,0.085733662,0,0.040332655,0.154334868,0.277081772,35.90317239,1083618.312,0.012673943,0.011841718,0.013974698,0.319763624,0.000844198,0.028421349,0.028293767,843.9746717,3.66,12.86406241,20.19155982,0.225092251
75791,75791,B5,G6350,S,102026099,6775291,32.2216774,-95.2206759,ZCTA5 75791,-95.22102,32.22214,860Z200US75791,6602,669,0.101332929,6252,320,0.051,0.04,14093,5510,0.091743772,0.038418811,0.074725275,0.11913716,0.02724757,0,0.05932023,0.041722841,0.01121124,0,0.043851558,0.111970482,0.299723267,32.32486388,134180.8303,0.063880989,0.036348502,0.036348502,0.282917083,0.11028971,0.03016983,0.094656922,1133.235193,1.417,16.51442313,6.686035156,0
79903,79903,B5,G6350,S,7898357,0,31.7862309,-106.4419111,ZCTA5 79903,-106.44191,31.78623,860Z200US79903,6129,396,0.064610866,6756,399,0.059,0.024,15849,6873,0.272000508,0.035485118,0.054040816,0.223652351,0.297432015,0,0.913811597,0.007003596,0,0.000252382,0.4520159,0.197236419,0.231497255,72.40004365,110600.5398,0.265431533,0.013101767,0.013101767,0.395102041,0.004571429,0.139918367,0.254938193,227.8274055,0.257,7.057142803,65.64957849,0.221925134
78339,78339,B5,G6350,S,3710923,12482,27.8000169,-97.7961117,ZCTA5 78339,-97.79122,27.80031,860Z200US78339,284,146,0.514084507,192,8,0.042,0.005,348,190,0.531609195,0.129692833,0,0.709770115,0,0,0.931034483,0,0,0,0,0.41954023,0.158045977,56.23684211,76481.48148,0.631399317,0,0,0,0,0,0.201149425,742.0334206,0.894,13.5250001,8.800193283,0
78402,78402,B5,G6350,S,10946066,55359753,27.8518463,-97.439165,ZCTA5 78402,-97.41315,27.84829,860Z200US78402,602,584,0.970099668,366,48,0.131,0.112,233,449,0.051502146,0,0,0.175965665,0,0,0.141630901,0.090128755,0,0,0.13304721,0.25751073,0.266094421,42.77616927,100000,0,0,0,0.25862069,0,0.25862069,0.103004292,789.7916854,0.552,15.1500001,5.743966009,0.594594595
76640,76640,B5,G6350,S,73118497,869196,31.6966195,-97.0737073,ZCTA5 76640,-97.07324,31.69029,860Z200US76640,2207,196,0.088808337,2075,46,0.022,0.008,3140,1272,0.248936866,0.002548853,0.115316901,0.32611465,0.035031847,0,0.060191083,0.003184713,0,0.008280255,0.067834395,0.173566879,0.286624204,48.81839623,139897.4668,0.125834128,0,0,0.270246479,0.272007042,0.040492958,0.062738854,895.9355256,1.117,15.0647888,3.44491211,0
79927,79927,B5,G6350,S,71092693,703938,31.6454236,-106.2748643,ZCTA5 79927,-106.27355,31.64563,860Z200US79927,16643,4100,0.246349817,14343,2734,0.191,0.024,42140,13447,0.231420486,0.031873241,0.073733786,0.14797493,0.361366872,0,0.969506407,0.003440911,0.002373042,0.013621262,0.430208828,0.116160418,0.300522069,33.18580352,100117.6979,0.32142991,0.013732964,0.017074826,0.196417542,0.192788758,0.047096973,0.29046579,228.4199605,5.458,6.856338158,19.24122543,0.165656566
76689,76689,B5,G6350,S,579770803,2528212,31.6621594,-97.5060789,ZCTA5 76689,-97.50473,31.66623,860Z200US76689,3383,549,0.162281998,3405,146,0.043,0.033,3878,1749,0.07518797,0.020666667,0.087136929,0.158931812,0.065497679,0,0.170964415,0.014182568,0,0,0.123517277,0.150077359,0.291903043,42.06203545,196523.4721,0.108704062,0.006060606,0.038383838,0.21922545,0.233056708,0.02835408,0.147005445,881.4745122,0.105,15.77958838,0.478405079,0.396039604
76622,76622,B5,G6350,S,138017797,1626290,31.8161914,-97.2432919,ZCTA5 76622,-97.24943,31.82033,860Z200US76622,1240,293,0.236290323,1036,71,0.069,0.045,1734,665,0.0455594,0.011137629,0.02014652,0.133794694,0.021914648,0,0.111303345,0.027681661,0,0.003460208,0.00461361,0.144752018,0.335640138,41.64736842,125107.9914,0.072710104,0.009708738,0.097087379,0.152014652,0.232600733,0,0.15916955,881.5811508,0.173,14.00347225,0.638724729,0.504201681
79908,79908,B5,G6350,S,4596533,0,31.833114,-106.3649745,ZCTA5 79908,-106.37766,31.82972,860Z200US79908,1,0,0,979,77,0.079,0.037,4753,1152,0.042499474,0.01945683,0.034608379,0.040706605,0.02019777,0.002839565,0.282768778,0.096991374,0.008626131,0.017041868,0.264254155,0.000420787,0.526825163,18.53472222,140336.5208,0.026107226,0,0,1,0,0,0.020481311,230.8467917,25.986,7.300000191,36.38616771,0
78374,78374,B5,G6350,S,48068655,533905,27.8853915,-97.2998955,ZCTA5 78374,-97.29515,27.88778,860Z200US78374,6626,2347,0.354210685,5959,853,0.143,0.061,19737,7979,0.079289097,0.021179625,0.091910145,0.144952633,0.044890308,0,0.423164615,0.021229164,0.020013173,0.000455996,0.116228404,0.132086943,0.293864316,36.85831558,152062.63,0.07866328,0.021082742,0.034537557,0.364704155,0.016590809,0.03230069,0.140266884,813.0401758,7.407,15.39999985,24.09452626,0.059075342
77627,77627,B5,G6350,S,34077877,6853134,29.9904086,-94.006974,ZCTA5 77627,-94.00771,29.99092,860Z200US77627,9685,9437,0.974393392,11016,1436,0.13,0.044,21896,9721,0.068929145,0.018580078,0.056852323,0.11619912,0.036764706,0.00754571,0.112257947,0.033659116,0.018770552,0.007078919,0.069830106,0.155690537,0.286536354,47.78515585,154767.4965,0.061784581,0.018996314,0.022398639,0.261959787,0.051421308,0.033279408,0.150348368,1484.612276,3.748,17.71428571,33.79773972,0.065604499
78593,78593,B5,G6350,S,99396684,471248,26.2757472,-97.8235239,ZCTA5 78593,-97.82187,26.26996,860Z200US78593,3245,1864,0.574422188,2145,367,0.171,0.085,4857,1528,0.325715462,0.077951002,0.058280028,0.160824742,0.150710315,0,0.967881408,0,0,0.008029648,0.225653696,0.114679844,0.332303891,38.20549738,62796.44269,0.336318052,0.006447831,0.072098476,0.280739161,0.105188344,0.103056148,0.347010309,589.2306441,0.28,11.5097087,2.076378875,0.438016529
75232,75232,B5,G6350,S,22856483,9339,32.6589987,-96.8395931,ZCTA5 75232,-96.83967,32.65876,860Z200US75232,9162,1137,0.124099542,9569,468,0.049,0.034,33561,11868,0.209847108,0.032180811,0.059693745,0.196627037,0.12979351,0,0.398826018,0.532880427,0.000446947,0.00110247,0.208694616,0.196656834,0.249366825,54.71671722,129713.3333,0.183800623,0.001879307,0.006055544,0.351154944,0.006488451,0.098451423,0.206757844,962.3085968,10.009,16.07586236,35.8947908,0.029126214
78674,78674,B5,G6350,S,926502,2108,30.6705741,-97.5984811,ZCTA5 78674,-97.59664,30.67211,860Z200US78674,33,3,0.090909091,86,5,0.058,0.047,169,50,0.142011834,0,0.106382979,0.059171598,0.402366864,0,0.786982249,0,0,0,0,0.029585799,0.384615385,28.6,95967.74194,0.520408163,0,0,0.340425532,1,0.106382979,0.295857988,883.5836059,0.616,14.12289363,6.682215743,0
75036,75036,B5,G6350,S,28071673,8750232,33.1333512,-96.9146625,ZCTA5 75036,-96.91449,33.1334,860Z200US75036,13120,545,0.041539634,5354,93,0.017,0.012,30925,11176,0.032384342,0.026541764,0.029050587,0.074987874,0.243848019,0.007256095,0.106806791,0.08323363,0.240485044,0.001681487,0.050444624,0.171835085,0.286661277,13.23997853,427059.0379,0.029273616,0.007098976,0.007098976,0.119868035,0.008247801,0.002199413,0.047696039,979.0140698,21.934,15.68108115,28.83899196,0
76858,76858,B5,G6350,S,375072552,761503,31.2071381,-99.6145488,ZCTA5 76858,-99.62003,31.20754,860Z200US76858,805,101,0.125465839,550,25,0.045,0.031,264,172,0.151515152,0.023148148,0,0.200757576,0.159090909,0,0.412878788,0,0,0,0.223484848,0.375,0.212121212,66.11627907,140441.1765,0.345360825,0.06185567,0.268041237,0.089285714,0.053571429,0.044642857,0.310606061,652.0124155,0.043,12.9488127,0.289590073,0.383333333
79540,79540,B5,G6350,S,287362518,996586,33.1506574,-100.0711398,ZCTA5 79540,-100.0629,33.15173,860Z200US79540,431,57,0.13225058,168,6,0.036,0.024,54,35,0,0,0,0.259259259,0,0,0.259259259,0,0,0,0,0.185185185,0.203703704,71.78571429,25000,0,0.15,0.375,0,0,0,0,600.8306215,0.026,15.40412372,0.212575841,0.642857143
78014,78014,B5,G6350,S,2266041509,11330541,28.3950981,-99.1138608,ZCTA5 78014,-99.10949,28.39837,860Z200US78014,7079,1185,0.167396525,3371,181,0.054,0.038,5230,1928,0.272241232,0.006040106,0.067929458,0.124465355,0.022179732,0,0.863671128,0.019885277,0.001720841,0,0.318164436,0.142829828,0.293307839,47.5223029,120359.0193,0.281267685,0.080668962,0.170191835,0.254082299,0.293272371,0,0.180496151,574.9576443,0.489,14.92676613,0.884688191,0.299748111
79052,79052,B5,G6350,S,606175007,5651824,34.3584392,-101.7646584,ZCTA5 79052,-101.76276,34.35869,860Z200US79052,1342,118,0.087928465,1236,51,0.041,0.032,1334,634,0.139430285,0.01842871,0.026104418,0.154422789,0.145427286,0,0.538230885,0.043478261,0,0,0.146176912,0.163418291,0.276611694,58.69716088,116309.8237,0.218921892,0,0.228615863,0.202811245,0.054216867,0.018072289,0.198650675,497.8011438,0.028,9.871192059,0.387645317,0
75124,75124,B5,G6350,S,230999870,4276700,32.3185684,-95.9702229,ZCTA5 75124,-95.9693,32.32577,860Z200US75124,5658,694,0.122658183,3372,127,0.038,0.022,5205,2250,0.095219436,0.027606606,0.027027027,0.182708934,0.032853026,0,0.101440922,0.033813641,0.003458213,0.000768492,0.039385207,0.20518732,0.306628242,31.42755556,167157.2022,0.123217342,0.024046921,0.047507331,0.186936937,0.274774775,0.024774775,0.095292988,1049.020829,0.251,17.56394857,1.511932261,0.47257384
79565,79565,B5,G6350,S,153499993,52722,32.3785738,-101.1029956,ZCTA5 79565,-101.08419,32.37639,860Z200US79565,566,41,0.072438163,377,17,0.045,0.04,349,96,0.00286533,0,0,0.065902579,0.017191977,0,0.123209169,0,0,0,0.114613181,0.065902579,0.467048711,56.46875,86029.41176,0.023121387,0.158415842,0.158415842,0.093333333,0.24,0,0.028653295,508.5524025,0.531,14.53020127,1.438623123,0
79548,79548,B5,G6350,S,207560926,17154,33.0711668,-99.9128354,ZCTA5 79548,-99.93006,33.0699,860Z200US79548,542,46,0.084870849,255,8,0.031,0.016,135,108,0.140740741,0,0,0.244444444,0.051851852,0,0.207407407,0,0,0,0,0.348148148,0.237037037,80.16666667,96296.2963,0.213592233,0.118644068,0.338983051,0.129032258,0,0,0.066666667,621.7124789,0.021,14.37932692,0.168267292,0
75961,75961,B5,G6350,S,724528014,19862815,31.5583617,-94.5047714,ZCTA5 75961,-94.51101,31.5576,860Z200US75961,8563,1365,0.15940675,7256,235,0.032,0.021,14909,7741,0.266702769,0.045958251,0.077597196,0.191966088,0.058823529,0,0.150714334,0.324032464,0.000804883,0.007109799,0.082902945,0.123616607,0.264672346,42.17265211,110909.7012,0.147417738,0.014872904,0.032720389,0.525334608,0.135436584,0.053696622,0.163504239,1288.308845,0.383,15.3258021,1.586969532,0.223890785
79258,79258,B5,G6350,S,48035909,0,34.243411,-101.296434,ZCTA5 79258,-101.29643,34.24342,860Z200US79258,541,20,0.036968577,85,10,0.118,0.059,74,31,0,0,0,0.337837838,0,0,0,0,0,0,0,0.77027027,0,60.75806452,142741.9355,0,0,0.48,0,0,0,0.067567568,547.0729871,0.078,11.8843137,0.256262764,0
79101,79101,B5,G6350,S,4137323,0,35.2060724,-101.8395002,ZCTA5 79101,-101.8395,35.20607,860Z200US79101,1552,133,0.085695876,1390,91,0.065,0.029,2335,1462,0.207410755,0.013116237,0,0.285133303,0.007280514,0,0.171734475,0.04882227,0,0.017130621,0.048394004,0.349036403,0.156316916,70.49726402,117142.8571,0.135120925,0,0,0.941422594,0,0.441004184,0.173520108,486.0512214,0.712,10.93333308,76.63630435,0.052434457
75141,75141,B5,G6350,S,30273934,2018582,32.6399768,-96.6932838,ZCTA5 75141,-96.69255,32.63984,860Z200US75141,1720,198,0.115116279,1750,74,0.042,0.03,3868,1129,0.313361612,0.048273155,0.245771144,0.10233298,0.15434333,0,0.477766287,0.43795243,0.000775595,0.001292658,0.153309204,0.056101344,0.432006205,41.18379097,78254.71698,0.287169043,0,0.008639309,0.472636816,0.271641791,0.029850746,0.265906681,981.5947649,11.906,16.38064483,19.87946404,0
77655,77655,B5,G6350,S,121339626,30766577,29.7105022,-93.9378498,ZCTA5 77655,-93.94935,29.71117,860Z200US77655,1500,1429,0.952666667,318,12,0.038,0.028,307,195,0,0,0.030674847,0.469178082,0.029315961,0,0.029315961,0.029315961,0,0,0.087947883,0.280130293,0.084690554,18.3974359,121710.5263,0.109090909,0.019354839,0.019354839,0.067484663,0.073619632,0,0.102739726,1421.889165,1.029,21.96074069,2.530401647,0.40625
75417,75417,B5,G6350,S,420646577,10516184,33.4396584,-95.1403706,ZCTA5 75417,-95.13115,33.43829,860Z200US75417,2212,259,0.117088608,1989,54,0.027,0.017,2479,1116,0.240419524,0.006342495,0.075170843,0.141992739,0.065348931,0,0.187575635,0.007260992,0.022589754,0.0629286,0.055667608,0.210568778,0.328761597,46.66308244,169156.8047,0.220433437,0.022875817,0.032679739,0.230068337,0.064920273,0.043280182,0.14965712,1193.476034,0.064,18.40348005,0.905243383,0.214285714
77060,77060,B5,G6350,S,21105576,18231,29.935512,-95.3976242,ZCTA5 77060,-95.39697,29.93571,860Z200US77060,4969,3334,0.670959952,6897,1620,0.235,0.096,47349,16753,0.348442226,0.034650035,0.136005435,0.065904818,0.389152886,0.000141017,0.728294156,0.181524425,0.012777461,0.006314811,0.262962259,0.050243933,0.388371455,43.61192025,112536.4857,0.434320959,0.002878788,0.007929293,0.767255435,0.033084239,0.141779891,0.406708773,1261.539751,6.058,17.36315798,56.8663828,0.048204624
77090,77090,B5,G6350,S,22169568,136659,30.0094269,-95.4396026,ZCTA5 77090,-95.44318,30.00843,860Z200US77090,6095,3462,0.568006563,6712,1127,0.168,0.057,39478,18731,0.217624011,0.049078526,0.164585137,0.102024188,0.139900704,0.00614342,0.266553523,0.498530827,0.015755611,0.002178428,0.149323674,0.070925579,0.320912914,35.11731888,113448.9693,0.110808626,0.011252178,0.011252178,0.754049709,0,0.094658093,0.205525143,1241.542054,10.629,16.90952365,51.49426726,0.012123582
77050,77050,B5,G6350,S,17790284,429229,29.9028869,-95.2692958,ZCTA5 77050,-95.27012,29.90286,860Z200US77050,1497,745,0.497661991,1950,272,0.139,0.042,5745,1774,0.464751958,0.036214389,0.020444979,0.135248042,0.446475196,0,0.751087903,0.247693647,0,0.021932115,0.493994778,0.095561358,0.364316797,48.28015784,84585.49223,0.483053345,0,0,0.419723391,0.183403488,0.040288635,0.488772846,1311.204584,3.789,17.32105245,14.50891931,0
78638,78638,B5,G6350,S,305775750,944646,29.6595876,-97.7851962,ZCTA5 78638,-97.79595,29.6582,860Z200US78638,2425,421,0.173608247,2102,50,0.024,0.015,1978,929,0.12487361,0.010152284,0.007802341,0.175429727,0.011627907,0,0.369565217,0.033367037,0,0,0.22851365,0.228008089,0.261375126,39.28471475,161016.9492,0.078091106,0.009720535,0.020656136,0.079323797,0.33680104,0.085825748,0.106167846,862.2052234,0.184,14.88382841,0.547442642,0.125
77022,77022,B5,G6350,S,15128810,1147,29.8315897,-95.3795535,ZCTA5 77022,-95.37683,29.83059,860Z200US77022,9696,7278,0.750618812,10213,3126,0.306,0.134,26476,10643,0.285112839,0.046978882,0.0876113,0.141071159,0.299176613,0,0.768960568,0.164337513,0.007063,0.009555824,0.295701768,0.137180843,0.286410334,57.24866109,166158.2515,0.411056115,0.012026764,0.012026764,0.529735077,0.01143234,0.141914917,0.32406708,1289.7152,2.178,17.84615385,64.24778498,0.096377749
