ZCTA5CE20,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GEO_ID2,x,y,GEO_ID,FSF_Buildi,CountModEx,PcModExt,Fath_Build,year500,Per500Fath,Per100Fath,TOTPOP,TOTHOU,POVERT,UNEMP,FEMHH,DISABL,FORBORN,LIMENG,HISPAN,BLACK,ASIAN,INDIGE,OTHTWO,AGE65,AGE19,MHSAGE,MHSVAL,NOHSD,EXTRAC,AGREXT,RENTER,MOBHOM,NOAUTO,UNINSU,avgRainfal,ChangeDev,INTENS,IMPERV,VACAT
76869,76869,B5,G6350,S,103379971,81660,30.9096508,-98.9756655,ZCTA5 76869,-98.97468,30.90948,860Z200US76869,338,40,0.118343195,255,13,0.051,0.043,218,86,0.04587156,0,0,0.064220183,0,0,0.04587156,0,0,0,0.013761468,0.077981651,0.678899083,22.3372093,878048.7805,0,0.59375,1,0,0,0,0,715.343266,0.009,12.82181815,0.070631323,0.666666667
78542,78542,B5,G6350,S,455723759,311031,26.4325135,-98.0898836,ZCTA5 78542,-98.09162,26.44409,860Z200US78542,26609,16330,0.613702131,19678,7090,0.36,0.233,84606,23369,0.29210848,0.05216604,0.095607112,0.089920764,0.245597239,0.000301786,0.947663286,0.007954519,0.000992837,0.001690187,0.360399972,0.05964116,0.389901425,24.81075356,107112.1231,0.366960192,0.019485918,0.043460912,0.24313017,0.192830655,0.049776552,0.324966104,560.3267475,1.568,11.62949009,5.299215209,0.199571734
75072,75072,B5,G6350,S,31232181,607219,33.187899,-96.6999512,ZCTA5 75072,-96.70096,33.18748,860Z200US75072,18467,1022,0.055341961,14452,351,0.024,0.014,54446,18133,0.03935104,0.023337134,0.043161786,0.061067859,0.146732542,0.001672998,0.107611211,0.092440216,0.102560335,0.003893766,0.08310987,0.105517393,0.325313154,21.18163018,370976.1524,0.034895141,0.005142643,0.006456456,0.182087006,0,0.011714529,0.073178363,1021.252645,13.414,15.4178571,47.16858953,0.093065693
77657,77657,B5,G6350,S,149480627,3521950,30.2267877,-94.1888507,ZCTA5 77657,-94.18861,30.22549,860Z200US77657,9906,3941,0.397839693,10570,765,0.072,0.034,21551,8718,0.081151832,0.017834395,0.069802541,0.141910804,0.015358916,0,0.065519001,0.003665723,0.003712125,0.006867431,0.036425224,0.171964178,0.282678298,30.38563891,151173.4078,0.083762798,0.007200081,0.009735321,0.166645705,0.222110426,0.037982644,0.129455122,1466.972132,1.82,16.07046978,6.414778343,0
76544,76544,B5,G6350,S,96335342,224698,31.3302538,-97.6896318,ZCTA5 76544,-97.75868,31.23119,860Z200US76544,390,68,0.174358974,5298,53,0.01,0.006,24872,7293,0.165558278,0.018692518,0.065025828,0.060754423,0.047563525,0.000399485,0.231022837,0.187439691,0.036346092,0.011699904,0.11462689,0.002452557,0.313002573,44.12594268,75000,0.019021739,0,0.001390337,0.986934063,0.00607718,0.009723488,0.033159007,844.6097825,4.047,15.36875001,19.23010466,0.029235382
76543,76543,B5,G6350,S,92119910,692721,31.1247434,-97.6435416,ZCTA5 76543,-97.64075,31.12343,860Z200US76543,9937,698,0.070242528,10065,251,0.025,0.012,33350,14571,0.186386079,0.064663539,0.109439231,0.164950432,0.083958021,0,0.297541229,0.40101949,0.035262369,0.006536732,0.152113943,0.087436282,0.305877061,37.27667971,115592.0519,0.101006578,0.007594556,0.008271299,0.617466842,0.038005119,0.074381447,0.192324912,853.6937471,2.549,14.6065934,13.84683252,0.028605483
78538,78538,B5,G6350,S,173650672,9698248,26.3672127,-97.974038,ZCTA5 78538,-97.97154,26.36812,860Z200US78538,6034,2971,0.492376533,3848,1202,0.312,0.122,10557,3294,0.297407654,0.047256708,0.077816901,0.120194138,0.200530454,0,0.989296202,0,0,0.001326134,0.352278109,0.105427678,0.368570617,31.75258045,91164.74756,0.392318014,0.020281969,0.069008162,0.204929577,0.074295775,0.065140845,0.259421393,589.6427984,0.434,11.52786892,2.068586688,0.389867841
76437,76437,B5,G6350,S,1031931299,2947960,32.3822696,-99.0238712,ZCTA5 76437,-99.01934,32.38796,860Z200US76437,5733,527,0.091923949,5932,143,0.024,0.016,5593,2627,0.111627907,0.025190011,0.051371571,0.156019435,0.016449133,0,0.19542285,0.010012516,0.002145539,0.006436617,0.044698731,0.211156803,0.285535491,58.53996955,137960.0749,0.102040816,0.02992317,0.0541852,0.200498753,0.14713217,0.006483791,0.114810149,726.5131275,0.174,15.43481198,0.634051335,0.366559486
75407,75407,B5,G6350,S,129334944,39694267,33.1557924,-96.4804102,ZCTA5 75407,-96.48808,33.15121,860Z200US75407,15132,1023,0.067605075,6956,181,0.026,0.02,24864,8445,0.047619048,0.021341624,0.034633658,0.099903475,0.159507722,0.001202026,0.322635135,0.131716538,0.017173423,0.00896879,0.134250322,0.09041184,0.313103282,25.36927176,135978.2609,0.150880564,0.004103438,0.011845773,0.252313078,0.188922231,0.034383596,0.187017375,1038.100908,4.295,15.20828402,8.024858348,0.232662192
75442,75442,B5,G6350,S,278677663,21604740,33.1760726,-96.3464333,ZCTA5 75442,-96.35032,33.17716,860Z200US75442,7003,658,0.093959732,5539,156,0.028,0.021,10453,4264,0.130878352,0.03958105,0.032006245,0.150125265,0.06103511,0,0.21448388,0.060652444,0.007079307,0.005644313,0.080455372,0.160049746,0.282502631,36.91768293,223148.1481,0.129598662,0.003301887,0.019339623,0.206088993,0.158990372,0.032266458,0.151956061,1062.176984,0.646,16.4043478,2.66304983,0
75252,75252,B5,G6350,S,13290092,27521,32.996776,-96.7884788,ZCTA5 75252,-96.78982,32.99694,860Z200US75252,6680,755,0.113023952,5308,282,0.053,0.034,27310,14391,0.154955418,0.050458319,0.038689998,0.085143799,0.308275357,0.009363876,0.147052362,0.124240205,0.201281582,0.001428048,0.135627975,0.166825339,0.193152691,34.78920853,456041.1667,0.041601216,0.001592568,0.001592568,0.565179001,0.002327821,0.073366511,0.122000366,1005.743014,5.925,15.75000008,57.96010009,0.010346611
75044,75044,B5,G6350,S,27340474,175910,32.9646093,-96.6496879,ZCTA5 75044,-96.65311,32.963,860Z200US75044,13386,1056,0.078888391,12066,400,0.033,0.022,45895,16397,0.099309135,0.036872747,0.046309061,0.087487439,0.287591241,0.019853027,0.259309293,0.16195664,0.171391219,0.00326833,0.166880924,0.143871881,0.256585685,36.47633713,200811.8295,0.099427382,0.00439257,0.004978246,0.351610478,0.001566612,0.025880436,0.156210407,1017.146225,5.901,14.86896548,41.47940811,0.293849658
75164,75164,B5,G6350,S,2582316,13985,33.0755741,-96.3034037,ZCTA5 75164,-96.30404,33.06965,860Z200US75164,206,22,0.106796117,143,6,0.042,0.007,281,151,0.24911032,0,0,0.352313167,0,0,0.046263345,0.035587189,0,0,0,0.491103203,0.010676157,43.43377483,169014.0845,0.142857143,0,0,0.059602649,0,0,0.145907473,1055.874982,0.933,16.20000076,5.789510247,0
76106,76106,B5,G6350,S,37495948,290910,32.8166847,-97.3596311,ZCTA5 76106,-97.35211,32.81418,860Z200US76106,11032,1472,0.133430022,10132,486,0.048,0.033,37437,11462,0.204846466,0.048934018,0.106022759,0.069121083,0.327082832,0.007278656,0.806741993,0.08245853,0.010150386,0.001629404,0.499238721,0.089537089,0.351657451,53.34662363,112509.7012,0.451194666,0.004989901,0.006415588,0.523175132,0.003145527,0.0513461,0.265957732,890.1401921,9.094,13.71666667,48.71698113,0.018376723
78732,78732,B5,G6350,S,33249654,7380018,30.3801037,-97.8918575,ZCTA5 78732,-97.89292,30.38016,860Z200US78732,5625,312,0.055466667,5747,189,0.033,0.022,19653,7276,0.021651638,0.019101049,0.029146719,0.034591676,0.109703353,0,0.130005597,0.042843332,0.096626469,0,0.051493411,0.082582812,0.322495293,21.49505223,644177.8846,0.007229516,0.004806278,0.01598823,0.267811884,0,0.058011828,0.035304906,849.2125927,7.972,13.43076924,14.80388117,0.086206897
76103,76103,B5,G6350,S,15820910,86527,32.7489472,-97.2726376,ZCTA5 76103,-97.2663,32.75281,860Z200US76103,5094,388,0.076168041,5160,145,0.028,0.014,17363,5962,0.201084422,0.070700152,0.110924683,0.095437861,0.248113805,0,0.562978748,0.189713759,0.013073778,0.011345966,0.32839947,0.104359846,0.314404193,63.49496813,145988.8621,0.31338811,0.00281258,0.003963181,0.380686055,0.005219985,0.076808352,0.313348482,920.3927339,2.9,13.82499999,27.15131133,0.10367893
76063,76063,B5,G6350,S,129587389,190132,32.5707396,-97.1448372,ZCTA5 76063,-97.14374,32.56912,860Z200US76063,27310,2463,0.090186745,21819,689,0.032,0.021,76867,25961,0.06521141,0.029847684,0.061102591,0.093689823,0.103958786,0.008027177,0.173143221,0.207345155,0.03529473,0.002862086,0.109136561,0.114366373,0.317353351,25.48979238,256030.6377,0.070424272,0.006473168,0.009031113,0.239930584,0.060658649,0.026232949,0.107248123,944.3255349,10.5,15.08358203,22.44478736,0.02874049
77010,77010,B5,G6350,S,309333,0,29.753615,-95.3597369,ZCTA5 77010,-95.35974,29.75362,860Z200US77010,22,14,0.636363636,16,10,0.625,0.188,802,732,0,0,0,0.048628429,0.132169576,0,0.079800499,0.041147132,0,0,0,0.184538653,0.021197007,21.46448087,1500000,0,0.117940199,0.117940199,0.953358209,0,0.098880597,0.033665835,1271.460322,1.516,18.16011017,92.8,0.362244898
76020,76020,B5,G6350,S,168130762,11807436,32.9001956,-97.561179,ZCTA5 76020,-97.56484,32.90102,860Z200US76020,15292,1955,0.127844625,14800,796,0.054,0.038,32443,13248,0.103324014,0.026545909,0.038300419,0.137849743,0.039083932,0,0.116573683,0.008445581,0.004623494,0.005024196,0.066300897,0.138982215,0.255710014,36.86994263,192446.7398,0.105688557,0.01363398,0.01494494,0.205437292,0.182097974,0.023168334,0.126837893,893.7988661,2.412,15.91629211,7.164330312,0.29787234
76013,76013,B5,G6350,S,23247212,1305170,32.7193282,-97.1550272,ZCTA5 76013,-97.1565,32.72025,860Z200US76013,9712,1049,0.108010708,9184,596,0.065,0.045,34457,14195,0.145790122,0.042517552,0.077416399,0.114116382,0.116463999,0.00088574,0.169747802,0.135386133,0.061554982,0.005020751,0.109121514,0.148620019,0.249180138,48.1410708,148881.5277,0.085730984,0.00625176,0.007659814,0.51023057,0.005649718,0.058940296,0.150663839,957.5746454,2.065,14.84347824,34.32406084,0.151321787
75052,75052,B5,G6350,S,68492014,3512800,32.6646838,-97.0294775,ZCTA5 75052,-97.02807,32.66456,860Z200US75052,28442,2242,0.078827087,25969,636,0.024,0.014,95745,31791,0.077118804,0.037373486,0.077092801,0.091119078,0.204814873,0.004603081,0.386672933,0.281831949,0.103065434,0.002987101,0.214214842,0.096025902,0.309624523,30.46454972,140314.4363,0.137628815,0.006555362,0.007006043,0.325001647,0.009056181,0.027497859,0.136960816,959.8732305,11.781,15.09473685,36.11542356,0.026666667
78204,78204,B5,G6350,S,7021526,207724,29.4044041,-98.5050283,ZCTA5 78204,-98.50366,29.40325,860Z200US78204,4281,1399,0.326792805,4930,266,0.054,0.032,11832,5860,0.189223589,0.037628758,0.091601439,0.187984661,0.147058824,0,0.846602434,0.013015551,0.004648411,0.004310345,0.414722786,0.123563218,0.24729547,63.2440273,149795.8258,0.250621581,0.009311667,0.009311667,0.533742331,0.008250476,0.140046541,0.248657861,785.404761,4.08,12.66666667,63.91805729,0.031774051
76012,76012,B5,G6350,S,21232119,183237,32.7551299,-97.1392422,ZCTA5 76012,-97.13901,32.75457,860Z200US76012,9032,1278,0.1414969,8871,751,0.085,0.048,28750,11551,0.159580108,0.026191004,0.078496103,0.111818502,0.181808696,0.005770319,0.267547826,0.173008696,0.036243478,0.00066087,0.162052174,0.178121739,0.25586087,47.2169942,150491.2664,0.066086957,0.007303884,0.007303884,0.370013755,0.025584594,0.051535993,0.166795638,955.8812647,1.91,15.05416667,35.7478345,0.058823529
78234,78234,B5,G6350,S,13174188,12024,29.4608965,-98.43834,ZCTA5 78234,-98.43713,29.46108,860Z200US78234,24,4,0.166666667,1545,54,0.035,0.017,4655,1047,0.085869565,0.010898283,0.043386243,0.058191895,0.049838883,0,0.218259936,0.145649839,0.037379162,0.004726101,0.11858217,0.004726101,0.476906552,50.76838586,75000,0.015393073,0,0.050295858,0.996825397,0,0.005291005,0.006581226,805.2048936,9.114,12.96153839,36.33383325,0
76022,76022,B5,G6350,S,6986376,0,32.8306321,-97.1450447,ZCTA5 76022,-97.14504,32.83063,860Z200US76022,3979,389,0.097763257,3809,237,0.062,0.041,14224,6199,0.04803026,0.022377622,0.083435368,0.122144985,0.086122047,0.001660628,0.212528121,0.186375141,0.066999438,0.008506749,0.139834083,0.153894826,0.256889764,48.49596709,109227.2406,0.055168831,0.007777058,0.007777058,0.504285464,0,0.048801819,0.104341041,939.2433315,1.525,15.25,49.52036082,0.014522822
78124,78124,B5,G6350,S,147458663,76742,29.5572715,-98.1468925,ZCTA5 78124,-98.15174,29.5585,860Z200US78124,4056,713,0.175788955,4622,120,0.026,0.017,7286,2793,0.05814433,0.013237265,0.041569542,0.198951435,0.068075762,0,0.37702443,0.0429591,0.00850947,0.000548998,0.263107329,0.175816635,0.235382926,31.11654135,224872.3404,0.138449672,0.014748409,0.018218623,0.087024087,0.254467754,0.02020202,0.155077263,847.6740164,0.734,13.8979592,2.293783243,0.0456621
78152,78152,B5,G6350,S,93358484,805277,29.4292369,-98.2045319,ZCTA5 78152,-98.20175,29.43052,860Z200US78152,2964,311,0.104925776,2240,56,0.025,0.015,2380,961,0.031932773,0.001435407,0,0.099789474,0.071008403,0,0.217647059,0.015546218,0,0,0.11512605,0.223529412,0.189915966,33.63527575,225635.3591,0.048463357,0.033940397,0.050496689,0.022678186,0.163066955,0.004319654,0.140210526,812.3698322,0.69,13.77578945,1.422699428,0
76033,76033,B5,G6350,S,456072652,13351897,32.2917345,-97.5167959,ZCTA5 76033,-97.52074,32.28664,860Z200US76033,15461,1591,0.102904081,11669,498,0.043,0.024,26174,10403,0.112278525,0.015943659,0.044937028,0.133407985,0.04680217,0,0.216856422,0.048483228,0.011308933,0.004393673,0.090280431,0.1840758,0.273897761,41.92555032,148395.0238,0.131173903,0.016868695,0.018564042,0.343979849,0.043224181,0.029521411,0.158622287,892.1526529,1.384,14.49615387,3.688338804,0.085774059
78148,78148,B5,G6350,S,24970061,122131,29.5432508,-98.2964779,ZCTA5 78148,-98.29607,29.5433,860Z200US78148,6397,524,0.081913397,7039,182,0.026,0.014,22580,8429,0.138583802,0.03493008,0.075887393,0.135497914,0.081798051,0,0.376926484,0.124136404,0.034366696,0.000575731,0.185075288,0.117360496,0.296811337,41.67297426,132926.5316,0.04941574,0.007565012,0.01286052,0.498531212,0.010648715,0.026438188,0.120487938,832.0576094,5.996,13.9384616,37.07736174,0
78261,78261,B5,G6350,S,75436320,91217,29.6895805,-98.402411,ZCTA5 78261,-98.40068,29.69191,860Z200US78261,10529,903,0.08576313,8384,191,0.023,0.014,23992,9037,0.024216405,0.035931118,0.009512625,0.072753091,0.106160387,0.003376375,0.359744915,0.094906636,0.036012004,0.003376125,0.204526509,0.090321774,0.301850617,16.14114197,309031.8227,0.022191488,0.008733268,0.008733268,0.173341163,0.005871991,0.004580153,0.067908453,865.790857,8.985,15.27307695,10.38208233,0.021072797
76044,76044,B5,G6350,S,280458747,1952524,32.4259359,-97.5398739,ZCTA5 76044,-97.54284,32.4296,860Z200US76044,5233,340,0.064972291,3064,62,0.02,0.015,6466,2467,0.071063632,0.026574803,0.045045045,0.061243427,0.041602227,0,0.207701825,0.050726879,0.037426539,0.010825858,0.053665326,0.188060625,0.281472317,32.97223348,334159.643,0.041743542,0.005539264,0.058325187,0.134706135,0.148863149,0.014586015,0.117073925,884.9365055,1.68,13.97157894,2.278651592,0
76049,76049,B5,G6350,S,277425226,15717239,32.459806,-97.7069756,ZCTA5 76049,-97.70644,32.46758,860Z200US76049,19737,3461,0.17535593,14511,1467,0.101,0.066,29154,13174,0.046820333,0.03765793,0.017222457,0.113672223,0.035912739,0,0.105748782,0.001234822,0.008506551,0.001646429,0.055841394,0.276017013,0.201001578,27.71398209,225348.1164,0.054711925,0.061342052,0.072396077,0.114816378,0.121148164,0.0141832,0.110722371,857.6166935,1.997,13.62286686,5.643025997,0.231753198
76070,76070,B5,G6350,S,58461825,1564734,32.2166195,-97.659129,ZCTA5 76070,-97.64991,32.24291,860Z200US76070,418,43,0.102870813,485,15,0.031,0.014,814,327,0,0,0,0,0,0,0,0,0,0,0,0,0.341523342,33.14831804,192752.443,0,0,0,0,0,0,0.211302211,830.8071798,0.317,14.28730155,1.081321779,0
78225,78225,B5,G6350,S,4994352,0,29.3879674,-98.5258459,ZCTA5 78225,-98.52585,29.38797,860Z200US78225,4584,838,0.182809773,5772,333,0.058,0.034,14115,5566,0.238521596,0.050434625,0.092789484,0.157846263,0.141976621,0,0.950478215,0.010626993,0.001558626,0.015373716,0.301027276,0.147148424,0.285511867,74.34171757,85332.57533,0.283700441,0.008172706,0.008172706,0.319930408,0.001546491,0.107674464,0.231243358,782.470681,1.942,12.65000033,53.57878624,0
76048,76048,B5,G6350,S,263287891,25269890,32.408186,-97.8013118,ZCTA5 76048,-97.80117,32.40791,860Z200US76048,23345,5770,0.247162133,12539,2076,0.166,0.131,25691,12746,0.127391079,0.035103115,0.031042968,0.133642025,0.034019696,0,0.160678837,0.011794013,0.004359503,0.00969211,0.062200771,0.244248959,0.237125842,33.61587949,192558.5622,0.110352105,0.03066327,0.032927635,0.296990346,0.227238312,0.033598334,0.177670445,842.5850801,1.408,14.29448277,5.885222538,0.176605505
78211,78211,B5,G6350,S,26460078,57231,29.3425496,-98.5700238,ZCTA5 78211,-98.56327,29.34643,860Z200US78211,10891,3011,0.276466807,11441,929,0.081,0.044,30556,10705,0.261124967,0.035644794,0.092042878,0.27176332,0.191288127,0,0.932582799,0.010570755,0.001276345,0.011585286,0.349456735,0.147990575,0.257952612,55.14549276,86411.02311,0.380670896,0,0.000590886,0.362296434,0.013090085,0.090290662,0.251701793,762.134772,4.993,12.73200005,35.41356116,0.02891326
78258,78258,B5,G6350,S,45082762,18438,29.6342085,-98.489808,ZCTA5 78258,-98.49283,29.63574,860Z200US78258,14255,1747,0.12255349,14378,436,0.03,0.018,47072,19151,0.066683749,0.024339649,0.050174255,0.089650598,0.12903637,0.001681388,0.375594833,0.037474507,0.075692556,0.000616077,0.169400068,0.127889191,0.287708192,21.40428698,345493.337,0.034935188,0.008899814,0.009789795,0.393925983,0.002987221,0.03208497,0.082333055,849.4530306,15.573,14.4113636,37.17909584,0.313780261
76066,76066,B5,G6350,S,227967360,2974718,32.69621,-97.9992168,ZCTA5 76066,-97.99915,32.7058,860Z200US76066,2602,629,0.241737125,3002,224,0.075,0.058,5030,1886,0.126816643,0.046884273,0.064641241,0.211175184,0.055666004,0,0.175347913,0,0.003379722,0.000397614,0.20417495,0.168787276,0.382703777,28.74125133,294036.3349,0.141421144,0.024509804,0.059436275,0.181641888,0.319327731,0.109243697,0.113342613,827.4408949,0.418,15.56808512,1.521781159,0.315634218
78002,78002,B5,G6350,S,103614108,1202722,29.2837503,-98.7376933,ZCTA5 78002,-98.73651,29.28305,860Z200US78002,3705,807,0.217813765,4620,333,0.072,0.049,8776,2664,0.15514256,0.018521241,0.085410707,0.150827153,0.175820419,0,0.846855059,0.008887876,0.005469462,0,0.356198724,0.110756609,0.301162261,32.92755255,175811.4158,0.303519908,0.018628719,0.041914618,0.269718022,0.312219044,0.031058439,0.279520821,717.4535523,0.508,12.61132078,2.304674823,0.211981567
78213,78213,B5,G6350,S,20805640,10941,29.5163949,-98.5230174,ZCTA5 78213,-98.52359,29.51743,860Z200US78213,10777,1456,0.135102533,12029,490,0.041,0.02,42767,18294,0.188785924,0.024643591,0.07987013,0.135509096,0.191643089,0.000125628,0.731568733,0.029836089,0.022002946,0.002992962,0.315687329,0.126078518,0.274159983,51.49819613,176037.7358,0.187615265,0.00383815,0.007075145,0.515053129,0.005785124,0.082939787,0.235197715,812.2973137,3.564,12.82777781,44.75518672,0.0605613
77016,77016,B5,G6350,S,25664998,114515,29.8624474,-95.297733,ZCTA5 77016,-95.29949,29.86149,860Z200US77016,13162,6480,0.492326394,11877,1332,0.112,0.049,30252,10988,0.256321418,0.071403768,0.074668029,0.19959011,0.179161708,0.001688951,0.40146106,0.583399445,0.007272246,0.000429724,0.160088589,0.152651064,0.29941822,56.67118675,96584.74437,0.29719636,0.013141084,0.017703961,0.378651685,0.034627171,0.088764045,0.239818855,1296.351667,3.613,17.76923048,37.26080128,0.048414023
77029,77029,B5,G6350,S,27495741,700870,29.7593652,-95.2566265,ZCTA5 77029,-95.26327,29.76382,860Z200US77029,7912,5469,0.691228514,7547,2625,0.348,0.206,16223,6286,0.221175304,0.075959467,0.062442776,0.139831558,0.322011958,0,0.740615176,0.200147938,0,0.001664304,0.297417247,0.122357147,0.298896628,63.45943366,97329.25857,0.407611798,0.004251299,0.004251299,0.310932064,0.025270097,0.076542758,0.264181323,1306.034035,3.17,18.08148172,59.5147087,0
77547,77547,B5,G6350,S,9980098,429724,29.7401228,-95.2391142,ZCTA5 77547,-95.23837,29.74016,860Z200US77547,3023,2278,0.75355607,3604,602,0.167,0.055,9702,2843,0.317979505,0.079070447,0.107076001,0.107812822,0.332611833,0.002553569,0.876726448,0.058441558,0,0.00474129,0.279426922,0.083384869,0.361678005,63.71280338,89550.83378,0.376874063,0.043019706,0.043019706,0.30400599,0.016847623,0.03706477,0.287569573,1318.767396,3.394,18.03636378,45.41189199,0.046511628
78666,78666,B5,G6350,S,498292840,2635979,29.8816301,-97.9847831,ZCTA5 78666,-97.97975,29.8826,860Z200US78666,22153,5884,0.265607367,25666,1725,0.067,0.049,83858,34573,0.267720597,0.045697264,0.031529974,0.131537988,0.078692552,0,0.434269837,0.06240311,0.020510864,0.003625176,0.174604689,0.107956307,0.235815307,31.64528678,170147.9605,0.12083324,0.006859461,0.008317951,0.64625444,0.090283235,0.061236679,0.166310735,891.1980397,2.06,13.57640001,5.334910915,0.035119479
78140,78140,B5,G6350,S,453353605,1904373,29.3068023,-97.7633623,ZCTA5 78140,-97.76191,29.30756,860Z200US78140,3096,350,0.113049096,2488,63,0.025,0.019,3601,1408,0.125730181,0.003954132,0.063709677,0.11718967,0.286309359,0,0.762843655,0.021105249,0,0,0.349625104,0.094140517,0.349902805,47.60866477,105250.8751,0.334104581,0.131627057,0.149299208,0.308870968,0.263709677,0.074193548,0.291585671,824.8567799,0.134,14.91696039,0.556673843,0.125
77011,77011,B5,G6350,S,8832833,400260,29.742988,-95.3071145,ZCTA5 77011,-95.30778,29.74298,860Z200US77011,6064,5220,0.860817942,6455,819,0.127,0.05,17060,7221,0.258236918,0.058622941,0.070221066,0.152110199,0.366588511,0.000885908,0.914067995,0.018757327,0.015357562,0.004513482,0.48130129,0.156213365,0.228722157,74.43338873,117814.2254,0.45754717,0.010638298,0.010638298,0.499512354,0,0.126137841,0.358323564,1277.445482,0.64,18.17500067,70.56132489,0.008419083
77023,77023,B5,G6350,S,14159580,233418,29.721825,-95.3182748,ZCTA5 77023,-95.3183,29.72162,860Z200US77023,7699,6318,0.820626055,9012,2065,0.229,0.084,27676,11729,0.232227144,0.038470409,0.048418397,0.112513106,0.271209712,0,0.790612805,0.036132389,0.015247868,0.003974563,0.48124729,0.133834369,0.27767741,67.58918066,194914.9841,0.316198246,0.009357103,0.009357103,0.543469823,0.012225888,0.151659228,0.274919556,1279.741386,1.07,18.15000057,66.90724873,0.042867182
77520,77520,B5,G6350,S,54471901,30906634,29.7367157,-95.0008472,ZCTA5 77520,-94.99908,29.73974,860Z200US77520,13395,7148,0.533631952,14513,636,0.044,0.011,36054,14639,0.196545181,0.049413129,0.069664147,0.142439187,0.210850391,0.000327176,0.594441671,0.104260276,0.010123703,0.001691907,0.246574583,0.125506185,0.296998946,57.01615548,115742.4095,0.297723824,0.013258673,0.013258673,0.437933453,0.050261046,0.098340217,0.285407785,1414.9385,2.041,17.07254888,30.67719764,0.023809524
77085,77085,B5,G6350,S,14197482,9816,29.620509,-95.485333,ZCTA5 77085,-95.48412,29.62467,860Z200US77085,5477,2779,0.507394559,5259,609,0.116,0.041,17101,5637,0.136887692,0.031161473,0.048909091,0.109791069,0.305596164,0.00766448,0.634641249,0.270978305,0.019531022,0.01970645,0.278463248,0.127185545,0.271095258,34.48243747,132870.7428,0.311658398,0.012845965,0.012845965,0.322,0.010545455,0.033454545,0.276350442,1275.55168,17.252,16.76428591,46.88219282,0
77336,77336,B5,G6350,S,92366210,10142232,30.0695761,-95.1066989,ZCTA5 77336,-95.10306,30.06843,860Z200US77336,8588,3982,0.463670238,6378,1068,0.167,0.103,12249,4846,0.133524355,0.0453011,0.081361661,0.098375378,0.06220916,0,0.224753041,0.037309168,0.001469508,0.030451465,0.056984244,0.152747163,0.32900645,31.92756913,241088.7223,0.13966931,0.029277036,0.049990042,0.227184935,0.201352004,0.019314341,0.167360601,1337.00701,2.032,16.89313713,6.410522712,0.125
77536,77536,B5,G6350,S,25439629,99820,29.691659,-95.1165308,ZCTA5 77536,-95.11891,29.69022,860Z200US77536,11019,4325,0.392503857,11938,825,0.069,0.023,33291,11873,0.076662534,0.034281218,0.036047018,0.126001633,0.092517497,0.001151263,0.360007209,0.022108077,0.011804992,0.01297648,0.139046589,0.155267189,0.275059325,40.03078413,162100.2495,0.105815418,0.016512752,0.017491285,0.232215934,0.053548106,0.045798868,0.142178948,1380.209301,10.493,17.71111121,54.07736228,0
77055,77055,B5,G6350,S,21719853,2708,29.7968972,-95.4927096,ZCTA5 77055,-95.4928,29.79759,860Z200US77055,11169,7353,0.658340048,10777,1228,0.114,0.048,43780,17279,0.219023089,0.038006026,0.075326818,0.100397729,0.345911375,0.000122684,0.546459571,0.044792143,0.052124258,0.00678392,0.436660576,0.116902695,0.285609868,43.45590023,590085.4285,0.234747546,0.040937003,0.041437344,0.543152684,0.012501586,0.079515167,0.253810608,1302.862321,2.132,17.3227272,66.29761166,0.034188034
77006,77006,B5,G6350,S,5932367,0,29.7408613,-95.3913032,ZCTA5 77006,-95.3913,29.74086,860Z200US77006,6837,4119,0.602457218,5395,869,0.161,0.066,22678,15621,0.088403771,0.029214764,0.005844886,0.079414884,0.16081665,0.000637349,0.144280801,0.063100803,0.101596261,0.003659935,0.0941882,0.107990123,0.095511068,44.14163626,594953.5963,0.02075777,0.051759449,0.054055731,0.644735856,0,0.070887973,0.063240233,1280.950905,0.288,17.98333327,76.1004254,0.107644991
77598,77598,B5,G6350,S,31697940,452707,29.5394197,-95.1349929,ZCTA5 77598,-95.13712,29.53766,860Z200US77598,3898,2043,0.524114931,4488,484,0.108,0.036,27184,13273,0.159777869,0.047505271,0.093990503,0.102237368,0.196402295,0.008040043,0.391958505,0.148580047,0.05988817,0.001140377,0.15810771,0.08383608,0.257320483,35.72459128,136122.1647,0.140728754,0.013800286,0.013800286,0.794252497,0,0.060913706,0.208697585,1371.897314,10.227,16.18999999,36.05560064,0.066100094
77051,77051,B5,G6350,S,19119293,64820,29.6561134,-95.3786961,ZCTA5 77051,-95.38023,29.65586,860Z200US77051,7774,5049,0.649472601,6026,785,0.13,0.056,19077,7548,0.378263605,0.071037453,0.156773212,0.179091958,0.082193217,0.005492209,0.167584002,0.770561409,0.016564449,0.002935472,0.080463385,0.123918855,0.349740525,44.02318495,83336.1458,0.213991393,0.012591019,0.012591019,0.549010654,0.00304414,0.168797565,0.192303659,1292.662548,8.816,17.80499983,39.72647128,0.074642127
